"PLOTNO","BLU_min","BLU_max","BLU_med","GRN_min","GRN_max","GRN_med","NIR_min","NIR_max","NIR_med","RGE_min","RGE_max","RGE_med","RED_min","RED_max","RED_med","CT_min","CT_max","CT_med","NDVI_min","NDVI_max","NDVI_med","EXG_min","EXG_max","EXG_med","OSAVI_min","OSAVI_max","OSAVI_med","SAVI_min","SAVI_max","SAVI_med","SAVIl_min","SAVIl_max","SAVIl_med","SAVIRE1_min","SAVIRE1_max","SAVIRE1_med","MSR_min","MSR_max","MSR_med","NDRE_min","NDRE_max","NDRE_med","VARI_min","VARI_max","VARI_med","CC1_min","CC1_max","CC1_med","Clgrn_min","Clgrn_max","Clgrn_med","ARI_min","ARI_max","ARI_med","TGI2_min","TGI2_max","TGI2_med","GLI2_min","GLI2_max","GLI2_med","SRRED_min","SRRED_max","SRRED_med","HTNDVI_min","HTNDVI_max","HTNDVI_med","NDVI_97_min","NDVI_97_max","NDVI_97_med","NDRE_97_min","NDRE_97_max","NDRE_97_med","ARI_97_min","ARI_97_max","ARI_97_med","altHT_97_min","altHT_97_max","altHT_97_med","CT_5_min","CT_5_max","CT_5_med","altHT.stdev_min","altHT.stdev_max","altHT.stdev_med","NIR.stdev_min","NIR.stdev_max","NIR.stdev_med","RGE.stdev_min","RGE.stdev_max","RGE.stdev_med","RED.stdev_min","RED.stdev_max","RED.stdev_med","GRN.stdev_min","GRN.stdev_max","GRN.stdev_med","BLU.stdev_min","BLU.stdev_max","BLU.stdev_med","CT.stdev_min","CT.stdev_max","CT.stdev_med","MScountplot_min","MScountplot_max","MScountplot_med","MScount_min","MScount_max","MScount_med","biovol_min","biovol_max","biovol_med","hills_min","hills_max","hills_med","PCplot_min","PCplot_max","PCplot_med","HTAVG","YLDTON","GERMPLASMNAME","row","col","REP","PRECTOTCORR","RH2M","T2M"
19,0.010871185,0.026082289,0.017524378,0.035687037,0.078944538,0.054430006,0.296555161,0.601111472,0.443353951,0.096021917,0.176890336,0.119194448,0.008403367,0.052163839,0.02124446,29.77373695,34.76086426,31.01426697,0.771217265,0.964961444,0.921156682,0.52195354,0.938450241,0.778005643,0.60304337,0.882090949,0.810333409,0.490976808,0.792587097,0.675240663,0.409899309,0.72936104,0.590990689,0.285622755,0.602115361,0.513626031,2.280237701,7.290408442,4.639445306,0.374437141,0.663730767,0.57328389,0.266323869,0.821127183,0.604572553,0.482348975,0.783757635,0.699913212,3.895116245,12.29568465,7.788531168,2.610401478,8.344715292,5.091000514,2.487877947,4.259285963,3.077175205,0.346279679,0.570087899,0.488491874,7.741918558,56.07997816,24.36676611,0.392265694,1.052007007,0.895828358,0.904947276,0.97899761,0.949802782,0.552403177,0.724779519,0.663779836,5.284024275,12.23735697,8.121009631,0.595022316,1.236611443,1.052006912,29.37559128,33.95908356,30.46760197,0.019128248,0.078083193,0.037183023,0.062370828,0.158125626,0.100173354,0.019070619,0.098486373,0.038005072,0.002441227,0.045872627,0.008073338,0.007943203,0.045618041,0.017814414,0.002569564,0.016774955,0.006284311,0.218608449,0.492529201,0.327286796,7696,8390,7846,5477,8204,7686,0.830509455,2.419401442,2.032534659,33,53,45,0.704346708,0.994264593,0.968404229,104.2,6.61,"IR19A5069",19,1,1,5.57,90.25,23.98
20,0.011703415,0.034678672,0.016098628,0.037782244,0.12164478,0.050473085,0.326405615,0.664749354,0.513015032,0.102321237,0.249052629,0.118385036,0.009212961,0.049853779,0.013341675,29.48180294,34.57126427,31.08603859,0.852088564,0.967003814,0.956192348,0.640352404,0.961033945,0.878635552,0.690984629,0.901420832,0.831997314,0.536594038,0.829212529,0.732767896,0.450000968,0.776146689,0.661689355,0.348698807,0.624095521,0.528814226,3.133277482,7.528549592,6.460784804,0.430407033,0.675661239,0.631728301,0.521992434,0.820380586,0.762336813,0.556926831,0.793143959,0.75719745,4.13415057,12.82932053,10.24489043,2.612398122,8.67137418,6.812409554,2.613631875,7.718859429,3.081171962,0.413989508,0.581149387,0.540295873,12.52160491,59.61306662,44.65412498,0.389907257,1.207501545,1.109096914,0.896823582,0.976720751,0.96838681,0.510401836,0.730293214,0.696080387,3.689069157,12.18195201,10.00584243,0.523247871,1.358686066,1.22759304,29.22395878,33.71796417,30.69720211,0.023446558,0.048448421,0.036417259,0.049298601,0.129271841,0.069856988,0.015477555,0.070907824,0.022200113,0.002050832,0.016525689,0.003247914,0.006663812,0.036026833,0.00963902,0.002194019,0.011864449,0.0031058,0.21627,0.48367051,0.290873592,7744,8298,7916,6557,8298,7824,0.85251437,2.915726924,2.565733126,43,58,48,0.843235597,1,0.99963698,118.2,5.96,"IR19A1960",20,1,1,5.57,90.25,23.98
21,0.013312146,0.038259871,0.018232393,0.049474079,0.125947163,0.062006444,0.378150254,0.747232765,0.57508564,0.130350173,0.271997869,0.159029365,0.010310725,0.060215535,0.016898886,29.58948898,34.84720612,31.13737679,0.817525418,0.964515275,0.948046521,0.675616668,1.029333402,0.928290002,0.747716607,0.920224446,0.864230609,0.60102013,0.869682629,0.763662465,0.514460635,0.830677463,0.694180768,0.36503664,0.612366122,0.546838901,2.70654389,7.241080652,5.882166731,0.384040252,0.62938201,0.585878478,0.426571234,0.843479491,0.750583334,0.503747646,0.757569719,0.719452552,3.851695363,10.5542313,8.645806122,2.600633038,7.18278105,5.830798256,3.612652772,7.120619766,4.540650401,0.433493622,0.613997912,0.565078355,9.960430678,55.36227956,37.4959785,0.451728208,1.024529157,0.919489238,0.888437779,0.977732251,0.961709854,0.483081305,0.697157399,0.645892164,3.957003317,10.63020062,7.897515235,0.5578022,1.139308167,1.085943184,29.30019989,34.04925995,30.53605289,0.016105335,0.046853111,0.026346354,0.056422651,0.133676533,0.07682787,0.022878938,0.086453105,0.027727838,0.002734066,0.037511892,0.003724794,0.009275493,0.04259837,0.012724513,0.002882598,0.016991738,0.003784632,0.195126328,0.51296048,0.285089735,7683,8396,7848,6763,8396,7778,0.942143814,2.434630204,2.175264732,43,54,48,0.861748216,1,0.998150888,109.2,5.36,"IR19A2701",21,1,1,5.57,90.25,23.98
22,0.010597343,0.04673719,0.019852978,0.033805292,0.115493756,0.056262845,0.386634707,0.600283504,0.487049162,0.090842612,0.262576595,0.133148365,0.007791519,0.103626583,0.0218282,29.80945015,35.53826141,31.02940369,0.664006654,0.966896555,0.927374368,0.318054039,0.939858042,0.778108716,0.572451119,0.877972137,0.836027958,0.504698193,0.789093207,0.708422693,0.461521948,0.726227586,0.624908405,0.263805268,0.601415226,0.496355372,1.62002641,7.515509216,4.866594084,0.304578001,0.674667621,0.556237995,0.08305816,0.840706615,0.670159031,0.384721304,0.792393956,0.688775096,3.236529055,12.79790226,7.482701815,2.360394227,8.640872824,4.975212325,2.362059609,4.70197289,3.069795649,0.220970398,0.570780395,0.488546052,4.95249891,59.41667189,26.53848671,0.534217449,1.070193272,0.893267289,0.809073294,0.980509152,0.954566166,0.429494887,0.733059099,0.630823421,4.095483691,12.67416805,7.3513667,0.628647652,1.177020683,1.057852173,29.42879581,34.58725643,30.54717312,0.023157705,0.100189376,0.034089105,0.059580235,0.166291343,0.077122396,0.0184852,0.102402233,0.035357345,0.002253156,0.052771979,0.00807492,0.007854865,0.047994182,0.017358178,0.002460248,0.021012932,0.006227417,0.231367656,0.538677356,0.35556434,7691,8366,7839,6013,8342,7808,1.200494417,2.514656327,2.17673316,40,58,47,0.773276749,1,0.982451579,105.8,6.12,"IR17A2928",22,1,1,5.57,90.25,23.98
23,0.014001124,0.048743758,0.021478826,0.045551509,0.137207329,0.065821063,0.449550062,0.706765145,0.544160426,0.117283087,0.288507923,0.161029927,0.011616359,0.085311074,0.020342518,29.93941116,35.4266243,30.92918205,0.733464437,0.959021305,0.930416948,0.515250594,0.919646798,0.828745946,0.667339356,0.89994799,0.85325797,0.601052372,0.841367348,0.749914947,0.53418876,0.796898415,0.679126935,0.284578117,0.604087218,0.501988285,2.009169042,6.699836283,4.988165735,0.310211574,0.652556338,0.549189278,0.293689656,0.787199521,0.694417758,0.407539029,0.773484342,0.684411638,2.968788281,11.24052129,7.423015812,2.077599056,7.478636457,4.983826286,3.151881853,6.890911868,4.369859009,0.342340198,0.560800502,0.514882718,6.503689114,47.80584885,27.7426313,0.690510686,1.181483007,1.004381919,0.827223279,0.97724011,0.944349215,0.428094177,0.723489248,0.593686878,4.261260542,11.68329477,6.195032938,0.770920601,1.283167419,1.157700996,29.48737373,34.44417095,30.35431776,0.024011143,0.060665026,0.035799652,0.06406844,0.156418584,0.078297137,0.022951655,0.089949668,0.040339564,0.003325073,0.028627822,0.009011053,0.010007259,0.047126005,0.02193357,0.003317271,0.016835562,0.007375238,0.198233947,0.623251847,0.362425019,7704,8391,7848,6338,8390,7848,1.593517906,2.772626146,2.454515851,41,54,49,0.822689512,1,0.998199588,120.4,8.15,"IR19A7057",23,1,1,5.57,90.25,23.98
24,0.01143111,0.036192382,0.018181905,0.035797682,0.092846137,0.049918793,0.257803783,0.619259119,0.416301399,0.097668588,0.204797365,0.11932312,0.008078164,0.07556029,0.020522809,30.02784634,35.44227982,31.14965916,0.698685981,0.965542069,0.922688025,0.369062653,0.935254847,0.744206852,0.600221905,0.886410638,0.781614673,0.439402941,0.802225504,0.637083738,0.358133793,0.742072456,0.550007092,0.285186649,0.608568637,0.471540047,1.800061579,7.355997991,4.692956178,0.340935732,0.662301181,0.577336584,0.134288773,0.858350617,0.612388699,0.430258901,0.779836471,0.703722377,3.544436264,12.00768694,8.218376452,2.372920816,8.100324524,5.365538044,2.490992736,3.763437357,2.949485275,0.253415445,0.568514621,0.470599328,5.63759369,57.04179058,24.86921374,0.339173964,0.932285117,0.743644127,0.831788803,0.977714939,0.944316989,0.44569738,0.716919105,0.645425138,4.339154886,11.63987226,7.625761885,0.492471504,1.091808128,0.980381012,29.51301556,34.43071594,30.61794624,0.041374018,0.069035442,0.048342065,0.07356331,0.148134605,0.094821378,0.018859586,0.090753888,0.029439685,0.002681302,0.039252397,0.007521686,0.007833624,0.044276638,0.013068573,0.002476358,0.017510364,0.005273622,0.202211983,0.539116706,0.314463305,7687,8352,7848,5596,8352,7392,0.681568643,2.171617767,1.784392066,39,50,45,0.71304791,1,0.944794368,82,3.58,"IR19A6702",24,1,1,5.57,90.25,23.98
25,0.012010838,0.050435163,0.018922884,0.040375933,0.138424784,0.061474204,0.387786329,0.690824717,0.510376751,0.108190883,0.322640359,0.153350696,0.008882103,0.116171002,0.016990094,29.98294449,35.70175934,31.05293846,0.64798853,0.96582974,0.91690995,0.336381696,0.976865888,0.811715779,0.598507774,0.902273199,0.840665299,0.548252174,0.835642034,0.722853254,0.512505014,0.786031053,0.645582369,0.249739077,0.601469471,0.499985072,1.544556889,7.389098099,4.498494284,0.263809425,0.649950427,0.521106533,0.078000156,0.84860819,0.695726149,0.343516592,0.774367904,0.657022612,3.113084977,11.61042093,6.572536584,2.363934963,7.918093619,4.398095418,2.876131602,6.270099924,4.281739742,0.232715927,0.588844009,0.506087111,4.681633042,57.5304302,23.07027072,0.503619705,1.135875935,0.932862896,0.792821567,0.980873105,0.943626948,0.339820165,0.723037069,0.579108875,3.765742513,12.47098771,5.888482494,0.638179779,1.272384033,1.100550346,29.44927654,34.73178291,30.6180047,0.018556244,0.165452238,0.045338486,0.058613071,0.157572777,0.081261495,0.019263821,0.091880155,0.038694846,0.002402432,0.049184078,0.006800496,0.007377295,0.044098256,0.019585225,0.002635428,0.018409459,0.005457898,0.208542769,0.535217719,0.413364513,7684,8400,7907,6960,8400,7774,1.14428293,2.637725046,2.275085735,41,58,50,0.887868351,1,0.992175669,116.4,7.45,"IR17A2909",25,1,1,5.57,90.25,23.98
26,0.009733899,0.03386455,0.023583295,0.022362102,0.101466585,0.077021383,0.106514812,0.746349245,0.519293427,0.05807697,0.232272446,0.178850658,0.012415581,0.06661845,0.021637497,29.9979229,36.07850266,30.91058731,0.69476729,0.959080021,0.908799492,0.242155146,0.98016991,0.814463335,0.345574416,0.904140244,0.841799273,0.208879921,0.856858691,0.730801416,0.154802547,0.819519887,0.657233716,0.127566016,0.581820697,0.508272636,1.778438394,6.705051856,4.255831696,0.289566235,0.621008852,0.51569917,0.05955403,0.818814976,0.681798249,0.382225084,0.750665458,0.649085049,3.173380844,9.90181078,6.174001105,2.346324418,6.627559551,4.04351127,0.585591555,6.595686368,4.202661704,0.171249144,0.590443656,0.507510357,5.552377701,47.87588048,20.92970241,0.198369995,1.348184128,1.041821835,0.801230589,0.973072475,0.940651518,0.357945031,0.694264477,0.581291191,3.193729022,9.829384372,6.811309056,0.722777252,1.500970154,1.180931358,29.43189125,35.13984871,30.27058544,0.045753205,0.250863872,0.072066975,0.06172093,0.139474066,0.106311081,0.027456101,0.093055497,0.039207419,0.003087494,0.045020917,0.006870124,0.01012145,0.036451004,0.01744886,0.003285541,0.014570969,0.005501723,0.158728565,0.64638862,0.468322736,7752,8417,7848,2916,8381,7444,0.249002198,3.148715173,2.351645835,18,49,46,0.375289575,1,0.955366357,144,7.01,"IR19A1903",26,1,1,5.57,90.25,23.98
27,0.015092524,0.042182472,0.022143451,0.048628911,0.126514234,0.067232467,0.247622177,0.689474463,0.540457696,0.115560427,0.263002068,0.164759994,0.011295964,0.062866054,0.02420758,29.90829659,35.0537529,31.17715263,0.789350429,0.957611504,0.921731158,0.54708066,0.946004569,0.801241627,0.578669298,0.894267602,0.808332409,0.421349075,0.831216289,0.680871782,0.341688461,0.78419632,0.600249682,0.246031009,0.58283743,0.47763235,2.432229533,6.577795242,4.659344411,0.355760496,0.616014191,0.548417334,0.410504654,0.836145432,0.658962055,0.469948336,0.746412353,0.680502617,2.957166537,9.659660547,7.041155698,1.855876907,6.458098237,4.612225646,3.10468886,7.008434693,4.47782002,0.36094411,0.573799249,0.500646514,8.494441358,46.18261326,24.55295269,0.355649891,1.012166372,0.873311897,0.885677457,0.978001337,0.941418944,0.49284469,0.713676228,0.61499934,4.129003683,11.64919752,6.328039484,0.46828125,1.179692574,1.106067085,29.53787708,34.20384178,30.48733692,0.024563305,0.069710442,0.032679988,0.079549885,0.230351091,0.086652266,0.02602078,0.121840261,0.034599207,0.003244574,0.037196211,0.006433518,0.009941308,0.060804324,0.0161039,0.003286141,0.019908016,0.005448445,0.170494469,0.539587213,0.440865864,7682,8325,7917,5743,8306,7559,0.728370283,2.385025686,2.018893098,32,51,50,0.725401036,0.997808619,0.970190055,102.4,5.42,"IR19A6721",27,1,1,5.57,90.25,23.98
28,0.01345953,0.02900428,0.022223929,0.042325709,0.079961326,0.060553158,0.30678913,0.640322238,0.510485411,0.111831542,0.186589785,0.141553424,0.00980153,0.067020811,0.024196443,29.97783184,35.61955261,30.96905041,0.655185177,0.963892724,0.90348705,0.299604992,0.930511429,0.741111463,0.509762287,0.879673287,0.815739255,0.396032063,0.804445408,0.72672126,0.336331062,0.749355572,0.651011826,0.223133006,0.593818463,0.479000218,1.577924065,7.173751643,4.112861967,0.2999406,0.654638201,0.517188868,0.054987626,0.842865577,0.62097866,0.38074386,0.777301943,0.644333758,3.321194685,11.62806385,6.342538071,2.447570776,7.848575038,4.195761509,2.465915527,4.719799403,3.219005613,0.209045942,0.566175401,0.468947926,4.800214729,54.39049809,19.72260766,0.423795208,0.873188124,0.673689729,0.798218225,0.975706182,0.944759721,0.402525568,0.710727859,0.597525181,4.350798783,11.08920265,6.425654969,0.51287262,0.972276306,0.909515076,29.71158409,34.80102921,30.66150665,0.024621202,0.084653891,0.043256219,0.069446373,0.125252775,0.08764121,0.018269424,0.073496466,0.037790151,0.002343426,0.035917024,0.008934241,0.007802352,0.034630169,0.017753558,0.002508341,0.014868522,0.006434018,0.173729628,0.493631147,0.342053632,7680,8360,7919,4972,8355,7543,0.918222616,2.088155067,1.687516471,37,63,48,0.639403292,0.9996337,0.973064821,83,6.3,"IRRI 104",28,1,1,5.57,90.25,23.98
29,0.012574671,0.028847705,0.01984001,0.037444014,0.085802048,0.055546526,0.295223713,0.608854949,0.457572162,0.099729128,0.190294601,0.126798727,0.009420537,0.05670492,0.023365635,29.93282127,35.11922836,30.96214485,0.686589625,0.962020172,0.888902489,0.376717143,0.892519183,0.709393054,0.544959431,0.877715883,0.812982706,0.435545528,0.791820945,0.683918947,0.371907054,0.730923534,0.601918251,0.227051566,0.600638122,0.484506949,1.734425098,6.981080993,3.771524695,0.299222635,0.65745252,0.521221378,0.126154243,0.819577115,0.577861142,0.3875986,0.778290767,0.647164519,3.324430084,11.92413971,6.029299469,2.434934506,8.075688835,3.854763246,2.538229792,5.2065661,3.117953364,0.258218978,0.547275841,0.451900943,5.381409669,51.65953217,17.0022035,0.382841728,1.001681798,0.795809545,0.834766609,0.973382582,0.935780025,0.421641412,0.710651263,0.612690106,3.961074926,11.11705918,6.266787239,0.550565338,1.175017738,1.046192474,29.58713799,34.02117825,30.62378626,0.029250502,0.067658417,0.038822619,0.067992283,0.125897626,0.087904319,0.018714589,0.068859613,0.033164554,0.002301594,0.029450687,0.009477714,0.0075219,0.033354992,0.016013969,0.002481463,0.012853145,0.006140836,0.177568184,0.558826427,0.361289818,7743,8400,7850,5668,8392,7546,0.74728378,2.391183818,1.984523466,42,51,45,0.722038217,0.999872579,0.934004908,112.2,5.51,"IR19A7147",29,1,1,5.57,90.25,23.98
30,0.017491554,0.044086248,0.023063154,0.06158375,0.13955339,0.081113119,0.40004009,0.757915735,0.582660466,0.142286099,0.295884237,0.186228603,0.01448299,0.07230112,0.020359255,29.81528282,35.07243729,30.99022102,0.775928822,0.954543317,0.92937416,0.645851823,1.013167861,0.914298989,0.717722227,0.911838647,0.866524743,0.623728532,0.865452576,0.773780496,0.538646738,0.829510836,0.709116738,0.303267203,0.578950211,0.527191317,2.318162543,6.331575193,4.945654535,0.316135455,0.588198933,0.5407878,0.407362204,0.816304129,0.727224444,0.425873446,0.72386369,0.677237426,3.061913312,8.552064415,6.902662885,2.140358134,5.708261372,4.544867756,4.064333781,7.866220223,5.63622876,0.417050638,0.606303971,0.558146131,7.925735243,42.99793106,27.31824709,0.528066321,1.074249235,0.972254503,0.851226667,0.969634607,0.947933552,0.395671345,0.653082413,0.602052114,3.120660954,8.123063961,6.138810169,0.645459747,1.213308678,1.123131905,29.44982672,33.85387535,30.63777342,0.022500165,0.047514672,0.02770944,0.044876445,0.102397074,0.073785303,0.02363288,0.068906211,0.033425657,0.00266264,0.02850017,0.004756507,0.009757987,0.036952083,0.016091991,0.002775641,0.013260401,0.004511834,0.220807141,0.51914372,0.392293241,7676,8293,7924,7293,8293,7908,1.195778916,2.5350082,2.276684134,46,57,51,0.920368501,1,0.9972642,114.8,4.85,"IR19A1594",30,1,1,5.57,90.25,23.98
31,0.016316978,0.057732325,0.023199682,0.056237981,0.140184529,0.072356831,0.420959383,0.715295821,0.596334517,0.13952826,0.293757036,0.174268119,0.014026199,0.140276194,0.021831981,29.78480434,35.37027168,30.90295219,0.547503524,0.956583048,0.934300324,0.225900779,0.946186899,0.862291348,0.499256967,0.899646454,0.832735946,0.445412848,0.843426441,0.76969446,0.409539733,0.8006473,0.720468206,0.221212306,0.590383968,0.479180687,1.151050335,6.492441035,5.154895728,0.240515845,0.631990032,0.547383242,-0.017096449,0.786253657,0.67983322,0.299575383,0.757917467,0.68497375,2.432616533,10.24579997,7.456686868,1.793324589,6.810395901,5.036150733,3.864497937,6.045530302,4.132914148,0.160368729,0.573888685,0.532027774,3.419923922,45.06495669,29.44155062,0.582663161,1.18212083,0.922055604,0.710745759,0.973018585,0.951977446,0.326211861,0.701160208,0.597568952,3.124697705,10.31138323,6.467771627,0.768697968,1.296960449,1.152851295,29.25533962,34.66485596,30.34663591,0.018246737,0.045745794,0.026075866,0.058733378,0.105787913,0.068970621,0.020979045,0.075000578,0.037130031,0.002802623,0.048896696,0.00619685,0.009248323,0.043976492,0.017494348,0.003040398,0.018952023,0.004848075,0.257681711,0.600130802,0.347454188,7673,8394,7926,6400,8394,7861,1.58311934,2.778288182,2.39602543,47,54,51,0.823045267,1,0.994265607,121.6,6.8,"IR19A6101",31,1,1,5.57,90.25,23.98
32,0.008289636,0.033120796,0.0200218,0.015931661,0.087692708,0.060062395,0.079521094,0.651107699,0.521889091,0.043354066,0.20171646,0.145316467,0.010335224,0.06278269,0.018171026,29.77973938,35.55221939,30.84191513,0.631872262,0.963338268,0.911164647,0.116488975,0.949538753,0.808122003,0.26952433,0.88444091,0.833365207,0.151198197,0.811285822,0.739174031,0.110278092,0.757802559,0.664390066,0.103416774,0.59073717,0.484486253,1.472804233,7.115203446,4.323335541,0.284317699,0.666902535,0.538939968,-0.086214662,0.796616903,0.624765101,0.36010716,0.785437852,0.66891494,3.555917427,12.08215802,6.488792624,2.595018649,8.093067561,4.144874611,0.260779109,5.460305755,3.667362712,0.084894415,0.575531661,0.504223064,4.432896887,53.55279661,21.51355949,0.182943429,1.021073889,0.820907342,0.796683237,0.976960273,0.944799031,0.375995922,0.723508183,0.61715335,3.323155713,11.85792223,6.809026022,0.678567505,1.149721146,0.992138672,29.17451811,34.94815407,30.40539112,0.016963543,0.290172474,0.025060032,0.070459441,0.098889238,0.088444169,0.019828335,0.067358304,0.038377086,0.002278648,0.043095006,0.009058344,0.008713205,0.035126092,0.019464935,0.002454969,0.015713722,0.006447496,0.269808386,0.754287484,0.373518654,7736,8375,7916,2201,8369,7644,0.255228885,2.460203868,1.921136399,13,57,48,0.280811431,1,0.988107549,113.2,7.2,"IR19A6727",32,1,1,5.57,90.25,23.98
